Price,Area,No. of Bedrooms
3132000,800,2
2087000,1000,3
2900000,800,2
2129000,1000,3
2952000,800,2
2240000,1000,3
2210000,800,2
2909000,800,2
2053000,1000,3
2180000,800,2
2891000,800,2
2350000,1000,3
2900000,800,2
2900000,1005,3
2102000,1000,3
2545000,800,2
2308000,1000,3
2931000,800,2
2283000,1000,3
2226000,800,2
2967000,800,2
2094000,1000,3
2305000,800,2
2941000,800,2
2312000,1000,3
2919000,800,2
2227000,800,2
2700000,800,2
2314000,1000,3
2256000,800,2
2138000,800,2
2144000,800,2
2700000,800,2
2302000,1000,3
2950000,800,2
2895000,1000,3
2224000,1000,3
2800000,800,2
2400000,1000,3
2100000,800,2
2211000,800,2
2635000,800,2
2229000,801,2
2190000,800,2
2361000,800,2
2980000,800,2
2358000,1000,3
2073000,820,2
2336000,800,2
2943000,800,2
2820000,1000,3
2211000,1000,3
2353000,800,2
2942000,800,2
3020000,1000,3
2293000,1000,3
2222000,800,2
2870000,800,2
2350000,1000,3
2900000,800,2
2356000,1000,3
2400000,800,2
3000000,800,2
2055000,1000,3
2199000,800,2
2200000,800,2
2900000,800,2
2790000,1000,3
2100000,1000,3
2169000,800,2
2383000,800,2
2952000,800,2
2167000,1000,3
2750000,800,2
2107000,1000,3
2400000,800,2
2350000,800,2
2116000,800,2
2019000,810,2
2266000,800,2
2700000,800,2
2314000,1000,3
2256000,800,2
2138000,800,2
2144000,800,2
2700000,800,2
2302000,1000,3
2950000,800,2
2895000,1000,3
2224000,1000,3
2800000,800,2
2310000,1000,3
2400000,800,2
2100000,800,2
2900000,800,2
2000000,1000,3
2800000,800,2
2100000,800,2
2700000,800,2
2120000,800,2
2100000,800,2
2254000,800,2
2800000,800,2
2900000,1000,3
2283000,1000,3
2292000,800,2
2400000,800,2
2100000,800,2
2900000,800,2
2000000,1000,3
2800000,800,2
2100000,800,2
2700000,800,2
2120000,800,2
2350000,800,2
3000000,800,2
2980000,1000,3
2819000,800,2
2129000,1000,3
2207000,800,2
2205000,800,2
2159000,800,2
2221000,800,2
2282000,800,2
2086000,800,2
2230000,800,2
2535000,800,2
2730000,1000,3
2120000,1000,3
2235000,800,2
2410000,800,2
2080999,800,2
2237000,800,2
2194000,800,2
2882000,800,2
2390000,1000,3
2910000,800,2
2236000,1000,3
2913000,800,3
2814000,1000,3
2165000,1000,3
2246000,800,2
2350000,800,2
2843000,800,2
2284000,1000,3
2883000,1000,3
2181000,1000,3
2207000,800,2
2800000,800,2
2714000,1000,3
2132000,1000,3
2184000,800,2
2263000,800,2
2777000,800,2
2239000,1000,3
2810000,800,2
2059000,1000,3
2273000,800,2
2780000,800,2
2800000,800,2
2980000,800,2
2700000,1000,3
2150000,1000,3
2125000,780,2
2750000,800,2
3000000,1000,3
3014000,1000,3
2249000,1000,3
2300000,800,2
2253000,800,2
2980000,1000,3
2075000,1000,3
2800000,800,2
2980000,1000,3
2819000,800,2
2129000,1000,3
2207000,800,2
2700000,800,2
2122000,1000,3
2061000,800,2
2258000,800,2
2100000,800,2
2350000,800,2
2920000,800,2
2480000,1000,3
2214000,800,2
2947000,800,2
3042000,1000,3
3057000,1000,3
2356000,1000,3
2400000,800,2
3000000,800,2
2055000,1000,3
2199000,800,2
2200000,800,2
2900000,800,2
2310000,1000,3
2350000,800,2
2700000,800,2
3010000,800,2
2300000,1000,3
2700000,800,2
2780000,800,2
2800000,800,2
2600000,800,2
2350000,1000,3
3010000,800,2
2300000,1000,3
2800000,800,2
2980000,800,2
2800000,1000,3
3100000,800,2
2390000,1000,3
2700000,800,2
5000000,800,2
3034000,500,1
2350000,1000,3
2500000,800,2
2700000,1000,3
3000000,800,2
3300000,1000,3
2450000,1000,3
20299999,800,2
3021000,1000,3
2242000,1000,3
2819000,800,2
2207000,1000,3
2355000,800,2
2400000,800,2
2030000,800,2
2248000,1000,3
2840000,800,2
2948000,1000,3
2075000,1000,3
2098000,800,2
2287000,800,2
2235000,810,2
2350000,800,2
2910000,800,2
2222000,1000,3
2278000,800,2
2242000,800,2
2242000,800,2
2953000,800,2
2150000,1000,2
2129000,800,2
2207000,800,2
2715000,800,2
2122000,1000,3
2950000,800,2
2300000,1000,3
2100000,800,2
2933000,800,2
2910000,1000,3
2237000,1000,3
2285000,800,2
2983000,800,2
2073999,1000,3
2870000,800,2
2180000,1000,3
2819000,800,2
2207000,1000,3
2355000,800,2
2400000,800,2
2030000,800,2
2248000,1000,3
2840000,800,2
2948000,1000,3
2075000,1000,3
2098000,800,2
2287000,800,2
2235000,810,2
2350000,800,2
2910000,800,2
2222000,1000,3
2278000,800,2
2242000,800,2
2242000,800,2
2953000,800,2
2150000,1000,2
2129000,800,2
2207000,800,2
2715000,800,2
2122000,1000,3
2950000,800,2
2300000,1000,3
2100000,800,2
2933000,800,2
2910000,1000,3
2237000,1000,3
2285000,800,2
2983000,800,2
2073999,1000,3
2870000,800,2
2180000,1000,3
2832000,800,2
3015000,1000,3
3023000,1000,3
2400000,800,3
2900000,800,2
2200000,1000,3
3005000,800,2
2106000,1000,3
2306000,800,2
2122000,800,2
3016000,800,2
3900000,1100,3
2451000,750,2
8500000,500,2
20000000,855,2
4500000,1000,2
6500000,850,2
9500000,850,2
4500000,850,3
5500000,800,2
8000000,750,2
6500000,950,3
10000000,800,2
10000000,1100,3
7500000,850,2
4700000,1000,3
2000000,820,3
2700000,500,1
2400000,625,2
8900000,525,2
3500000,1050,4
4200000,750,2
3651000,850,3
2451000,720,3
4551000,540,2
3251000,900,3
2800000,675,3
4551000,650,2
13000000,900,3
35500000,1700,3
5000000,2450,3
4000000,1000,3
2000000,900,3
5000000,500,1
3000000,1000,3
4000000,750,2
2600000,900,3
3000000,650,2
3500000,750,2
3500000,850,3
2500000,850,3
2500000,600,2
5500000,600,2
4000000,1050,3
7500000,800,2
7500000,850,1
12000000,850,1
54200000,1400,2
42300000,4376,4
6500000,5582,5
5200000,1225,3
6500000,600,1
6500000,2360,3
4500000,1020,2
12800000,600,1
15000000,1400,2
60000000,1900,3
80000000,1103,2
20000000,1105,2
50000000,1106,2
50000000,1107,2
55000000,1207,2
3500000,1201,2
2300000,585,2
3000000,800,2
2600000,1000,3
2350000,1000,3
17800000,800,2
2800000,800,2
2200000,800,2
2900000,800,2
2600000,1000,2
2000000,1000,3
8500000,800,2
16500000,1498,3
2700000,1965,3
28000000,586,2
2500000,1600,4
2600000,600,1
2400000,600,1
2600000,650,1
3500000,750,2
6500000,1200,2
4700000,2900,4
2100000,650,2
2500000,550,1
2500000,810,2
12500000,600,3
3600000,2700,6
5400000,750,2
4500000,1200,2
5400000,1000,4
5600000,550,1
2900000,810,2
11500000,900,2
6000000,1000,2
35900000,240,1
3590000,2000,3
3590999,2000,3
6900000,2000,3
8600000,1537,3
3700000,1709,3
4500000,1100,2
13000000,2911,3
17500000,900,2
24000000,1200,3
24000000,1200,3
17500000,1200,3
8500000,1200,3
9000000,750,1
3800000,750,1
6200000,720,3
4700000,900,3
15500000,900,3
18000000,1050,2
2500000,1350,3
4000000,600,3
298500000,1200,3
4000000,6521,5
17500000,810,2
17500000,1442,3
4500000,1400,3
14000000,677,2
43500000,1143,3
2800000,2340,4
20000000,1250,3
32500000,1200,3
198900000,2111,4
285400000,6541,5
2500000,6521,5
12500000,700,1
8500000,1490,3
17500000,1197,3
18000000,605,3
30000000,1620,3
12500000,2808,2
704400000,1490,3
18000000,6544,5
30000000,1620,3
2700000,2808,2
2100000,450,2
6500000,2160,4
19000000,900,2
28000000,1610,2
11500000,1629,2
6000000,2700,6
6500000,1102,2
18000000,945,2
5500000,1620,2
17500000,738,2
5500000,1401,2
8500000,738,2
6500000,1101,2
18000000,945,2
20000000,1620,3
21000000,1800,2
13000000,1728,3
70000000,1323,3
5500000,1422,3
6000000,1000,2
2500000,927,2
66500000,450,2
6500000,400,2
23500000,2195,4
3650000,2600,4
2700000,540,2
4700000,585,2
5100000,900,3
2300000,900,3
3700000,500,2
2500000,675,3
5015000,550,2
5800000,1930,4
2500000,900,3
8750000,600,1
2100000,950,2
2950000,800,2
2400000,1000,3
2400000,800,2
2715000,1000,3
2600000,800,2
2330000,1000,3
2871000,800,2
2254000,1000,3
2247000,800,2
2880000,800,2
2378000,800,3
2249000,800,2
2500000,800,2
2900000,1000,3
2250000,1000,3
2255000,800,2
2900000,800,2
2900000,1000,3
2828000,1000,3
2100000,1000,3
2900000,800,2
2138000,1000,3
2250000,800,2
2326000,800,2
2900000,800,2
2650000,1000,3
2250000,1000,3
2715000,800,2
2250000,800,2
2980000,800,2
3025000,1000,3
2240000,1000,3
2300000,800,2
2398000,800,2
2990000,800,2
2896000,1000,3
2262000,1000,3
2813000,800,2
2205000,1000,3
2262000,800,2
2813000,800,2
2205000,1000,3
3005000,800,2
2374000,1000,3
2980000,800,2
2957000,1000,3
2950000,1000,3
2053000,1000,3
2817000,800,2
2650000,1000,3
2250000,1000,3
2250000,800,2
2980000,800,2
3025000,1000,3
2240000,1000,3
2300000,800,2
2398000,800,2
2990000,800,2
2321000,1000,3
2850000,800,2
3020000,1000,3
2197000,1000,3
2100000,800,2
2126000,800,2
2350000,800,2
2950000,800,2
2915000,1000,3
2000000,1000,3
2718000,800,2
2200000,1000,3
2250000,800,2
2326000,800,2
2900000,800,2
2730000,1000,3
2236000,800,2
2400000,820,2
2119000,500,2
2318000,800,2
2560000,800,2
2918000,1000,3
2700000,800,2
2016000,1000,3
2216000,800,2
2910000,800,2
2100000,1000,3
5030000,800,2
2360000,1000,3
3016000,800,2
4500000,1000,3
3800000,1125,4
15800000,980,3
12600000,1700,3
21900000,1400,2
3600000,2100,3
3700000,700,2
3500000,700,2
2650000,700,2
4999000,600,2
2600000,950,3
4200000,450,2
20000000,1300,4
13500000,1500,3
12500000,900,2
11000000,1100,2
120000000,1100,2
300000000,2400,3
80000000,3460,4
45000000,2250,4
2500000,3850,4
3999000,750,2
2499000,720,3
2300000,435,2
2600000,410,2
6498999,450,2
5000000,990,3
4299000,810,3
2600000,725,3
20000000,675,3
60000000,1485,3
6500000,1800,4
4000000,1300,4
3500000,950,3
3000000,850,3
2400000,750,3
2000000,600,2
4500000,550,2
130000000,1000,3
9000000,4300,4
3000000,900,2
2500000,540,2
3000000,500,2
2100000,550,2
2800000,540,2
3600000,400,1
4200000,675,2
2800000,1000,3
14500000,540,2
14500000,1600,3
11800000,1600,3
2700000,1250,2
11800000,675,2
3600000,1250,2
4200000,675,2
2800000,1000,3
6680000,540,2
2500000,1200,4
18000000,500,2
2951000,1800,3
4500000,650,1
2000000,1000,3
3750000,550,2
18000000,750,3
16000000,1500,3
2800000,1500,2
3600000,400,1
3300000,710,2
4600000,650,2
4200000,850,3
2700000,750,3
2700000,550,2
3651000,550,2
3675000,830,1
35000000,750,3
3200000,1900,3
55000000,850,2
77500000,1786,3
30000000,2340,4
47500000,979,2
77500000,1440,2
65000000,2234,4
55000000,1872,3
35000000,405,2
2868000,2500,4
22500000,562,2
12500000,2020,3
2300000,1650,3
2100000,1650,3
2400000,1700,3
16000000,2100,2
16000000,1700,2
7500000,1700,2
7000000,1615,3
12500000,1080,2
7000000,1490,2
2400000,1250,2
2200000,2100,2
3200000,2700,4
85399999,1400,2
13300000,6521,4
6500000,2210,3
13200000,600,2
90000000,1400,3
13000000,720,2
5500000,1323,3
13500000,981,2
25000000,1152,2
22500000,1809,3
6000000,1620,3
5500000,1102,2
254100000,981,2
235200000,6251,6
8000000,3652,4
3600000,450,1
10800000,1269,2
141100000,1200,2
4500000,2741,3
4500000,1035,3
2900000,1035,3
4400000,650,2
4999000,800,3
2599000,950,3
2899000,450,2
4400000,650,2
4200000,800,3
4500000,600,3
5700000,890,3
2500000,1089,3
4800000,540,2
5000000,810,3
4200000,765,3
17500000,720,3
73000000,1500,2
23500000,2700,4
2200000,2200,4
2200000,800,2
2211000,800,2
2050000,800,2
2549000,800,2
2195000,1000,3
2082000,800,2
2124000,800,2
2723000,800,2
2250000,1000,3
2815000,800,2
2930000,1000,3
2238000,1000,3
2809000,800,2
3000000,1000,3
2893000,1000,3
2300000,1000,3
2250000,810,2
2452000,800,2
2151000,800,2
2950000,800,2
2809000,1000,3
3000000,1000,3
2082000,1000,3
2124000,800,2
2723000,800,2
2893000,1000,3
2336000,1000,3
2243000,800,2
2914000,800,2
2937000,1000,3
2810000,800,2
2224000,1000,3
2151000,800,2
2259000,800,2
4450000,800,2
4179999,1250,3
8900000,1100,2
3270000,2021,3
7400000,2341,3
3800000,2010,2
3600000,650,2
2500000,650,2
8500000,450,1
11000000,900,2
11000000,800,3
2100000,800,3
14100000,1600,2
300000000,1500,3
500000000,3460,4
3600000,3375,6
6900000,1200,2
5200000,2140,3
170000000,1800,3
2499000,2500,5
2300000,435,2
2600000,410,2
4500000,450,2
4500000,750,2
4500000,750,2
4500000,750,2
4500000,750,2
4500000,750,2
2500000,750,2
2500000,750,2
2500000,750,2
2700000,750,2
3200000,450,1
17400000,800,3
13500000,1450,3
4600000,1500,3
13500000,450,1
5500000,1800,3
4500000,450,1
38900000,500,2
28400000,1350,3
36500000,1350,3
3600000,1500,3
35000000,350,1
18800000,1800,3
2200000,2000,3
5500000,450,2
4700000,900,3
2700000,820,3
2400000,625,2
3500000,525,2
4200000,750,2
47500000,850,3
55000000,1442,2
7500000,1784,3
65000000,1500,3
52500000,1881,3
55000000,4504,5
2100000,4502,5
2200000,888,2
2600000,400,2
2600000,1651,2
2400000,1651,2
4000000,1600,2
10000000,540,2
13500000,1053,2
17500000,1134,3
8500000,1401,2
6000000,1101,2
6500000,954,2
4200000,900,2
3900000,2100,3
5500000,1650,3
17500000,720,2
3700000,1422,3
4200000,600,2
19000000,720,3
2600000,1800,2
4500000,1000,3
80000000,900,2
8900000,1000,2
3667000,1415,3
8000000,965,2
9600000,1223,2
3667000,4010,3
5200000,2320,2
5712000,2210,2
3250000,1160,2
7100000,1000,2
2300000,2423,2
3500000,450,1
2500000,630,2
2000000,450,1
2000000,450,1
5000000,450,1
4500000,1000,3
2100000,900,3
2000000,500,2
6000000,520,2
2200000,1050,3
6500000,510,2
3500000,1100,3
3100000,800,3
2800000,750,3
4500000,600,2
13500000,900,3
20000000,1800,3
10000000,1900,3
2800000,750,3
4500000,750,2
3700000,900,3
3700000,900,3
23500000,900,3
30000000,2000,3
5400000,978,2
16500000,900,3
5800000,1400,4
4600000,704,2
3800000,572,2
28000000,450,2
11500000,2250,4
16500000,1125,3
5800000,1400,4
4600000,704,2
3800000,572,2
28000000,450,2
11500000,2250,4
3400000,1125,3
2800000,400,1
7500000,350,1
5600000,800,3
5100000,750,3
3100000,1125,2
2299000,600,3
2600000,540,2
35000000,630,2
2224000,2300,4
2700000,800,2
2100000,1000,3
2716000,800,2
3500000,1000,3
3200000,760,2
2250000,760,2
11500000,900,2
2450000,1125,4
5712000,965,2
2450000,1220,2
32000000,2412,2
5712000,2620,2
9200000,1190,2
5712000,2312,2
6950000,2031,2
2550000,1275,3
4900000,600,2
2450000,900,3
3800000,530,2
5000000,900,3
11600000,900,3
4800000,1050,2
16500000,900,3
2400000,1400,4
2500000,450,2
3200000,600,2
2250000,800,3
2450000,550,2
2700000,530,2
14000000,600,2
13500000,1100,2
4900000,1100,2
2400000,900,3
3500000,530,2
3500000,800,3
16500000,900,3
2400000,1400,4
6800000,450,2
6000000,800,2
8000000,700,2
4800000,850,3
5500000,810,3
2400000,900,3
2400000,450,2
2400000,495,2
3300000,495,2
2450000,760,3
3500000,600,2
3300000,750,3
2250000,800,3
3150000,600,2
2450000,760,3
3250000,580,2
2500000,760,3
2500000,600,2
3500000,600,2
2400000,800,3
2450000,580,2
3300000,600,2
2500000,750,3
2250000,600,2
2450000,600,2
3600000,600,2
3300000,750,3
2550000,800,3
3200000,600,2
2300000,750,3
18000000,600,2
18000000,3500,4
16500000,1900,3
18500000,1800,3
15000000,1800,3
15500000,1800,3
15000000,1700,3
2700000,1800,3
13500000,562,2
2500000,950,2
15000000,540,2
2500000,1100,3
2500000,540,2
3000000,540,2
2600000,415,1
5500000,415,1
4200000,900,3
,,
6968000,1340,2
29000000,3498,4
6590000,1318,2
5739000,1295,3
5679000,1145,2
6099000,1230,2
7000000,1350,2
4198000,1400,3
9900000,2240,3
9800000,1520,2
8903000,1535,3
6300000,1150,2
6300000,1285,2
9000000,1897,3
11100000,1725,3
11500000,1665,3
10900000,1592,3
8625000,1150,2
9900000,2240,3
3900000,1050,3
6968000,1340,2
29000000,3498,4
6590000,1318,2
5739000,1295,3
5679000,1145,2
6099000,1230,2
7000000,1350,2
4198000,1400,3
9900000,2240,3
9800000,1520,2
8903000,1535,3
6300000,1150,2
6300000,1285,2
9000000,1897,3
11100000,1725,3
11500000,1665,3
10900000,1592,3
8625000,1150,2
9900000,2240,3
3900000,1050,3
7800000,1735,3
19600000,2800,3
6050000,1050,2
6150000,1230,2
5000000,1175,2
4760000,1190,2
30000000,2956,4
2500000,680,2
5900000,1350,2
9700000,1970,3
4641000,1105,2
16000000,2005,3
4641000,1105,2
7500000,1406,3
6140000,1545,3
10500000,1495,3
7200000,1300,3
4600000,1200,2
10400000,1450,3
9500000,1450,3
9942000,1912,3
9250000,1850,3
4500000,1300,3
9600000,1674,3
8600000,1242,3
2700000,850,2
6600000,1895,3
8589000,1636,3
5500000,1076,2
3200000,1080,2
20500000,2100,3
6300000,1265,2
6400000,1300,3
4988000,1089,2
10500000,1400,2
4300000,850,2
3900000,1100,2
5500000,1700,3
10300000,2150,3
6600000,1195,2
6500000,1105,2
5784000,1205,2
5500000,1250,3
6700000,1340,2
3000000,950,2
4700000,1100,2
15000000,1908,3
7872000,1675,3
7500000,1420,3
8903000,1535,3
3200000,910,2
5600000,1325,3
11000000,1717,3
12000000,2400,3
6900000,1150,2
3900000,1000,3
3999000,1200,2
4460000,1040,2
7298999,1181,2
10500000,2100,3
12000000,1550,3
7700000,1280,3
12400000,1945,3
28200000,3500,4
3700000,1000,2
8000000,1200,2
17700000,2729,4
6998999,1500,3
19400000,2165,3
3000000,1050,2
2999000,1150,2
8500000,1822,3
6500000,1270,1
4500000,1300,1
8500000,1600,3
14500000,1818,3
8000000,1282,2
8600000,1830,3
9073000,1815,3
6700000,1400,1
6344000,1220,2
8580000,1650,3
8736000,1680,3
8086000,1555,3
8762000,1685,3
7904000,1520,3
6370000,1225,2
9334000,1795,3
7462000,1435,2
7436000,1430,2
6578000,1265,2
10400000,2080,3
10400000,2092,3
6850000,1370,2
11100000,2232,3
10300000,2063,3
7000000,1400,2
9325000,1865,3
11299999,2270,3
9480000,1896,3
25600000,3031,4
8510000,1702,3
6750000,1350,2
7625000,1525,3
6125000,1225,2
8640000,1728,3
8625000,1725,3
6500000,1300,2
8000000,1600,3
6000000,1200,2
9900000,1640,3
8234999,1830,3
8256999,1835,3
7100000,1570,3
9900000,1570,3
9900000,2240,3
9900000,2240,3
16000000,1895,3
8000000,1600,3
5654000,1140,2
5704000,1150,2
7588000,1530,3
5999000,1230,2
6000000,1300,2
3148000,1050,2
6325000,1665,3
4748000,1250,2
4748000,1250,2
8168000,1900,3
8168000,1900,3
7802000,1815,2
5373000,1250,2
7400000,1530,3
7400000,1530,3
8903000,1535,3
20200000,3380,4
20200000,3380,4
10800000,1875,3
10800000,1875,3
15200000,2540,3
15200000,2540,3
15200000,2630,4
15200000,2630,4
47200000,4500,4
21500000,3380,4
12000000,2700,3
10000000,1792,3
9500000,1673,3
10700000,1665,3
10700000,1640,3
10700000,1640,3
11500000,1665,3
17000000,2200,3
4000000,1170,2
4000000,1170,2
8500000,1600,4
8600000,1644,3
8599000,1644,3
8898000,1687,3
8599000,1650,3
8298999,1554,3
8598000,1684,3
8898000,1650,3
4200000,970,2
4200000,970,2
10000000,2240,3
3900000,1050,3
10000000,2240,3
9900000,2240,3
4760000,1190,2
4400000,1100,2
7840000,1600,3
4760000,1190,2
4400000,1100,2
8600000,1150,2
6800000,1415,3
18500000,1980,3
4400000,1100,2
4760000,1190,2
4400000,1100,2
7840000,1600,3
4760000,1190,2
4400000,1100,2
8600000,1150,2
5880000,1200,2
4400000,1100,2
4760000,1190,2
4760000,1190,2
4760000,1190,2
4400000,1100,2
4760000,1190,2
4760000,1190,2
4760000,1190,2
9906000,1905,3
10000000,1925,3
6187000,1482,3
3800000,1100,2
11500000,1800,3
12000000,1800,3
4641000,1105,2
4641000,1105,2
4641000,1105,2
18500000,1980,3
8600000,1150,2
6800000,1415,3
11100000,1730,3
4400000,1100,2
4400000,1100,2
4400000,1100,2
4400000,1100,2
4400000,1100,2
4400000,1100,2
4400000,1100,2
4400000,1100,2
4400000,1100,2
4400000,1100,2
4641000,1105,2
4400000,1100,2
4641000,1105,2
4641000,1105,2
4641000,1105,2
4641000,1105,2
4641000,1105,2
7847000,1165,2
4400000,1100,2
10000000,1535,3
4400000,1110,2
4641000,1105,2
9900000,2240,3
6500000,1278,2
7500000,1406,3
6500000,1190,2
5300000,1215,2
4641000,1105,2
8600000,1150,2
4641000,1105,2
4641000,1105,2
10700000,1770,3
4840000,1210,2
4542000,1010,2
8100000,1620,3
6931000,1555,3
7098999,1190,2
11100000,1730,3
7240000,1165,2
10000000,1670,3
13000000,1350,3
43000000,4780,4
8900000,1836,3
15000000,1970,3
15000000,1970,3
12000000,2000,3
12000000,2000,3
12000000,2000,3
12000000,2000,3
12000000,2000,3
12000000,2000,3
7744000,1210,2
9760000,1535,3
8500000,1315,2
2500000,680,1
8200000,1200,2
8200000,1200,2
8200000,1200,2
8200000,1200,2
8200000,1200,2
8200000,1200,2
8200000,1200,2
8200000,1200,2
8200000,1200,2
8200000,1200,2
10800000,1735,3
27500000,2500,3
35000000,3959,4
9822000,1889,3
30000000,4500,4
27500000,2500,3
4880000,1220,2
9984000,1920,3
25000000,2700,4
5400000,1300,3
15000000,2100,3
9984000,1920,3
10000000,1925,3
11800000,1885,2
4542000,1010,2
10900000,1695,3
7098999,1090,2
46000000,3100,3
19800000,2200,3
7600000,1521,3
18000000,2490,3
12300000,1675,3
12300000,1675,3
5500000,1260,2
3700000,1105,2
12300000,1675,3
12300000,1675,3
12300000,1675,3
12300000,1675,3
4850000,1200,2
4850000,1200,2
4850000,1200,2
4850000,1200,2
4850000,1200,2
4500000,900,2
7600000,1710,3
8600000,1242,3
7500000,1705,3
5200000,1050,2
5700000,1225,3
6931000,1555,3
10800000,1675,3
10900000,1695,3
13000000,1945,3
3650000,1000,2
8625000,1150,2
7500000,1330,3
20000000,2250,3
10000000,2240,3
45000000,4500,4
45000000,4500,4
45000000,4500,4
3300000,800,2
3300000,800,2
3300000,800,2
3300000,800,2
5635000,1150,2
12900000,1840,3
7800000,1560,3
6300000,1300,2
28000000,3200,4
30000000,2950,3
30000000,2950,3
12500000,1699,4
6583000,1254,2
8977000,1710,3
35500000,4067,4
7500000,1320,2
7000000,1605,3
14500000,2120,3
13500000,1860,3
13500000,1860,3
2700000,1050,2
8990000,1550,3
27500000,3090,4
66400000,6718,5
7500000,1195,2
5700000,1230,3
33000000,2956,4
33000000,2956,4
5500000,1076,2
3578000,842,2
7800000,1200,2
52000000,4500,4
52000000,4500,4
40000000,3600,4
40000000,3600,4
36700000,3500,3
36700000,3500,3
8600000,1150,2
9000000,1150,2
9000000,1150,2
9877000,1245,2
13000000,1600,3
18800000,2270,3
6000000,1200,2
7000000,1418,3
9984000,1920,3
10000000,1925,3
9906000,1905,3
5500000,850,2
8000000,1940,3
8600000,1150,2
11100000,1730,3
11100000,1730,3
4200000,1050,2
4200000,1050,2
14500000,1908,3
7098999,1090,2
8953000,1905,3
7872000,1675,3
7590000,1615,3
5452000,1160,2
8459000,1800,3
5640000,1200,2
4500000,908,2
4830000,1100,2
4900000,1380,2
6000000,970,2
4500000,1160,2
4299000,840,2
4750000,1100,2
4200000,931,2
12500000,1670,3
12000000,2000,3
12000000,2000,3
8298999,1554,3
8898000,1650,3
7998999,1554,3
23000000,1900,3
22900000,1900,3
23000000,1900,3
23000000,1900,3
14500000,1740,3
20000000,3145,3
2800000,963,2
3500000,909,3
3500000,850,2
4700000,950,2
11399999,1730,3
6931000,1555,3
5256000,1180,2
11100000,1675,3
5300000,845,2
4500000,1100,2
14600000,1905,3
11200000,1460,3
11200000,1460,3
4200000,1175,2
4900000,1360,2
7554000,1220,2
11399999,1885,3
7240000,1165,2
9600000,1295,2
9600000,1295,2
9600000,1295,2
9600000,1295,2
9600000,1295,2
10200000,1295,2
12500000,1670,3
12500000,1670,3
4800000,1200,2
4800000,1200,2
12500000,1670,3
16800000,2460,3
4000000,1040,2
3600000,1107,2
6000000,1050,2
6000000,1050,2
33300000,2900,3
8625000,1150,2
4000000,1040,2
3600000,1107,2
4000000,850,2
6000000,1050,2
6000000,1050,2
3500000,1080,2
3500000,1080,2
2300000,1100,2
2300000,1100,2
12000000,1745,3
2500000,970,2
5777000,1090,2
7605000,1435,3
2600000,684,1
4500000,1040,2
3000000,850,2
3200000,1150,2
7000000,1605,3
3000000,850,2
3200000,1150,2
7000000,1605,3
5500000,1000,2
5777000,1090,2
7605000,1435,3
8502000,1635,3
8242000,1585,3
11000000,1730,3
10700000,1665,3
9240000,1482,2
8800000,1385,2
3400000,1000,2
9500000,1035,2
4700000,1250,2
4700000,1250,2
5000000,1000,2
4788000,1260,2
2880000,950,2
5500000,850,2
8500000,1260,2
5500000,1050,2
4400000,1250,2
14000000,1908,3
6931000,1555,3
12000000,1720,3
7540000,1327,3
6290000,1110,3
5290000,941,2
5580000,1200,2
4300000,1200,1
5560000,1390,3
2400000,540,1
12500000,1717,2
12500000,1717,2
3570000,900,2
12600000,2150,3
4800000,810,2
11600000,1985,3
9563000,1555,3
4800000,810,2
11600000,1985,3
9563000,1555,3
3600000,1050,2
4500000,1014,2
3900000,1085,2
5800000,1100,2
3500000,1050,2
3500000,1050,2
11399999,1860,3
11399999,1860,3
35000000,3000,3
35000000,3000,3
4500000,955,2
4500000,1155,2
3500000,1120,2
3500000,850,2
3800000,1000,2
3800000,1000,2
3800000,1000,2
3800000,1000,2
3800000,1000,2
3960000,966,2
3800000,1000,2
3800000,1000,2
4100000,1050,2
5500000,1575,3
9600000,1700,3
9600000,1700,3
6795000,1535,3
3600000,940,2
3400000,1060,2
3500000,1015,2
3500000,1015,2
5000000,1600,3
7000000,1150,2
5500000,1500,2
3870000,1000,2
5800000,1208,2
4700000,1000,2
7000000,1150,2
5500000,1500,2
11299999,1700,3
4500000,1170,2
7317000,1090,2
7317000,1090,2
3800000,1050,2
4850000,1425,3
4010000,1060,2
3550000,1130,2
3300000,930,2
3500000,1085,2
7500000,1420,3
4600000,1120,2
8500000,1506,2
8500000,1506,2
5500000,1650,3
5500000,1650,3
3900000,1200,2
4580000,1145,2
10800000,1875,3
15200000,2540,3
15200000,2630,4
4580000,1145,2
15000000,2450,3
5700000,1425,3
7200000,1720,3
20000000,2405,3
8797000,1725,3
10500000,1730,3
43000000,4070,4
10000000,2000,3
10000000,1295,2
12000000,1490,3
10700000,1905,3
10700000,1905,3
7900000,1525,3
4900000,1120,2
3800000,1080,3
4000000,950,2
13500000,2700,3
10000000,1755,3
10000000,1755,3
6200000,1216,2
7000000,1210,2
7900000,1525,3
6700000,1340,2
6200000,1216,2
8452000,1725,2
20000000,2070,3
30200000,3025,4
12500000,1670,3
8200000,1150,2
6900000,1150,2
9026000,1600,3
18200000,2786,3
8500000,1525,3
6531000,1555,3
8095000,1315,2
14000000,2050,3
10200000,1675,3
10000000,1725,3
10700000,1770,3
24000000,3200,3
22000000,1900,3
21400000,1880,3
16000000,2050,3
36500000,3600,3
15000000,2665,3
8500000,1216,2
28000000,3031,4
15500000,2220,3
32500000,3448,3
20700000,3015,3
10500000,1430,3
28000000,2007,5
10300000,1695,3
11000000,1815,3
9991000,1630,3
8014000,1620,3
